Dir Name,Session Name,File Name,Text
F04,Session2,0015.txt,fear
F04,Session2,0001.txt,shoot
F04,Session2,0029.txt,gnaw
F04,Session2,0217.txt,The hotel owner shrugged.
F04,Session2,0203.txt,We rode horseback to the farm.
F04,Session2,0202.txt,start
F04,Session2,0216.txt,uniform
F04,Session2,0028.txt,I tried to tell people in the community.
F04,Session2,0014.txt,This was easy for us. 
F04,Session2,0148.txt,The little schoolhouse stood empty.
F04,Session2,0174.txt,blow
F04,Session2,0160.txt,him
F04,Session2,0176.txt,I have had my bell rung.
F04,Session2,0162.txt,The museum hires musicians every evening.
F04,Session2,0189.txt,loyal
F04,Session2,0002.txt,I looked up and noticed two old men.
F04,Session2,0016.txt,fear
F04,Session2,0200.txt,He wrapped the package hastily.
F04,Session2,0214.txt,The prospect of cutting back spending is an unpleasant one for any governor.
F04,Session2,0228.txt,The owners regularly look for plumbing leaks.
F04,Session2,0229.txt,nest
F04,Session2,0215.txt,Each one volunteered to jump first.
F04,Session2,0201.txt,chop
F04,Session2,0017.txt,sprinkle
F04,Session2,0003.txt,slay
F04,Session2,0188.txt,fat
F04,Session2,0163.txt,eight
F04,Session2,0177.txt,Day after day some new episode is reported.
F04,Session2,0138.txt,hotel
F04,Session2,0110.txt,dart
F04,Session2,0104.txt,pit
F04,Session2,0058.txt,One validated acts of school districts. 
F04,Session2,0064.txt,sigh
F04,Session2,0070.txt,witch
F04,Session2,0071.txt,him
F04,Session2,0065.txt,write
F04,Session2,0059.txt,loop
F04,Session2,0105.txt,hat
F04,Session2,0111.txt,hum
F04,Session2,0139.txt,cart
F04,Session2,0107.txt,sergeant
F04,Session2,0113.txt,side
F04,Session2,0073.txt,and
F04,Session2,0067.txt,four
F04,Session2,0098.txt,mitten
F04,Session2,0099.txt,dark
F04,Session2,0066.txt,write
F04,Session2,0072.txt,"Night after night, they received annoying phone calls."
F04,Session2,0112.txt,pitting
F04,Session2,0106.txt,seed
F04,Session2,0102.txt,brought
F04,Session2,0116.txt,part
F04,Session2,0076.txt,seeds
F04,Session2,0062.txt,Jane may earn more money by working hard. 
F04,Session2,0089.txt,pit
F04,Session2,0248.txt,He is definitely a notch above us.
F04,Session2,0249.txt,sin
F04,Session2,0088.txt,Swing your arm as high as you can.
F04,Session2,0063.txt,back
F04,Session2,0077.txt,sign
F04,Session2,0117.txt,bloat
F04,Session2,0103.txt,Alimony harms a divorced man's wealth.
F04,Session2,0115.txt,It also provides for funds to clear slums and help colleges build dormitories.
F04,Session2,0101.txt,"When all else fails, use force."
F04,Session2,0129.txt,input/images/story_starters_22.jpg
F04,Session2,0061.txt,floor
F04,Session2,0075.txt,hem
F04,Session2,0049.txt,sigh
F04,Session2,0048.txt,pad
F04,Session2,0074.txt,spark
F04,Session2,0060.txt,yes
F04,Session2,0128.txt,The dolphins swam around our boat.
F04,Session2,0100.txt,six
F04,Session2,0114.txt,reek
F04,Session2,0119.txt,Nothing has been done yet to take advantage of the enabling legislation.
F04,Session2,0131.txt,"bran
"
F04,Session2,0125.txt,city
